match_id,date,competition,league_name,home_team,away_team,home_goals,away_goals,result,home_elo,away_elo,home_elo_after,away_elo_after,elo_diff,home_expected_score,away_expected_score,elo_home_change,elo_away_change,home_lambda,away_lambda,model_home_prob,model_draw_prob,model_away_prob,top_score_1,top_score_1_prob,top_score_2,top_score_2_prob,top_score_3,top_score_3_prob
SP1_2324_7,2023-08-13,SP1,La Liga,Getafe,Barcelona,0,0,D,1500.0,1500.0,1496.8113652864372,1503.1886347135628,0.0,0.6062878237854281,0.3937121762145719,-3.1886347135628434,3.1886347135628434,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
E0_2324_8,2023-08-13,E0,Premier League,Chelsea,Liverpool,1,1,D,1500.0,1500.0,1496.8113652864372,1503.1886347135628,0.0,0.6062878237854281,0.3937121762145719,-3.1886347135628434,3.1886347135628434,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
E0_2324_7,2023-08-13,E0,Premier League,Brentford,Tottenham,2,2,D,1500.0,1500.0,1496.8113652864372,1503.1886347135628,0.0,0.6062878237854281,0.3937121762145719,-3.1886347135628434,3.1886347135628434,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
SP1_2324_5,2023-08-13,SP1,La Liga,Celta,Osasuna,0,2,A,1500.0,1500.0,1477.3987749819578,1522.6012250180422,0.0,0.6062878237854281,0.3937121762145719,-22.601225018042133,22.601225018042133,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
SP1_2324_8,2023-08-14,SP1,La Liga,Cadiz,Alaves,1,0,H,1500.0,1500.0,1511.8113652864372,1488.1886347135628,0.0,0.6062878237854281,0.3937121762145719,11.811365286437155,-11.811365286437155,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
SP1_2324_9,2023-08-14,SP1,La Liga,Ath Madrid,Granada,3,1,H,1500.0,1500.0,1514.6768203778372,1485.3231796221628,0.0,0.6062878237854281,0.3937121762145719,14.67682037783729,-14.67682037783729,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
E0_2324_9,2023-08-14,E0,Premier League,Man United,Wolves,1,0,H,1500.0,1500.0,1511.8113652864372,1488.1886347135628,0.0,0.6062878237854281,0.3937121762145719,11.811365286437155,-11.811365286437155,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
SP1_2324_10,2023-08-18,SP1,La Liga,Mallorca,Villarreal,0,1,A,1503.1886347135628,1481.8113652864372,1484.1312339430308,1500.8687660569692,21.37726942712561,0.6352466923510705,0.3647533076489295,-19.057400770532112,19.057400770532112,1.424111009439101,1.2797457416734728,0.40461684206847015,0.2571931638365957,0.3381899940949342,1-1,0.1220138279497944,1-0,0.09534224180362713,2-1,0.08688061784355523
SP1_2324_11,2023-08-18,SP1,La Liga,Valencia,Las Palmas,1,0,H,1518.1886347135628,1496.8113652864372,1529.1312339430308,1485.8687660569692,21.37726942712561,0.6352466923510705,0.3647533076489295,10.942599229467886,-10.942599229467886,1.424111009439101,1.2797457416734728,0.40461684206847015,0.2571931638365957,0.3381899940949342,1-1,0.1220138279497944,1-0,0.09534224180362713,2-1,0.08688061784355523
F1_2324_9,2023-08-18,F1,Ligue 1,Metz,Marseille,2,2,D,1482.4577245307626,1511.8113652864372,1480.4982738024505,1513.7708160147492,-29.353640755674636,0.5653150242770658,0.4346849757229342,-1.9594507283119744,1.9594507283119744,1.2544791801605966,1.4527941386533705,0.32627681653597557,0.25631643814811716,0.41740674531590727,1-1,0.1215979045414213,0-1,0.09693098655160982,1-2,0.08832836149515447
D1_2324_0,2023-08-18,D1,Bundesliga,Werder Bremen,Bayern Munich,0,4,A,1500.0,1500.0,1472.9861846774786,1527.0138153225214,0.0,0.6062878237854281,0.3937121762145719,-27.013815322521427,27.013815322521427,1.35,1.35,0.37090676905408276,0.2581864618918345,0.3709067690540827,1-1,0.1224850539194387,1-0,0.09072966956995457,0-1,0.09072966956995457
E0_2324_10,2023-08-18,E0,Premier League,Nott'm Forest,Sheffield United,2,1,H,1488.1886347135628,1481.8113652864372,1499.7381638767347,1470.2618361232653,6.377269427125611,0.6150156945609354,0.3849843054390646,11.549529163171938,-11.549529163171938,1.3716957745065066,1.3286473822197775,0.38086848612113566,0.25809792678685445,0.3610335870920099,1-1,0.12244305238679523,1-0,0.09215616876633517,0-1,0.08926400056225765
E0_2324_14,2023-08-19,E0,Premier League,Tottenham,Man United,2,0,H,1503.1886347135628,1511.8113652864372,1518.3093897022409,1496.6906102977591,-8.622730572874389,0.5943790821621457,0.4056209178378542,15.12075498867781,-15.12075498867781,1.3212097128159064,1.3794176521119341,0.3575792753589251,0.25802462358368394,0.3843961010573908,1-1,0.1224082769507518,0-1,0.09264863538571928,1-0,0.08873909708444042
E0_2324_11,2023-08-19,E0,Premier League,Fulham,Brentford,0,3,A,1518.1886347135628,1496.8113652864372,1491.8033908062278,1523.1966091937722,21.37726942712561,0.6352466923510705,0.3647533076489295,-26.385243907335,26.385243907335,1.424111009439101,1.2797457416734728,0.40461684206847015,0.2571931638365957,0.3381899940949342,1-1,0.1220138279497944,1-0,0.09534224180362713,2-1,0.08688061784355523
SP1_2324_12,2023-08-19,SP1,La Liga,Sociedad,Celta,1,1,D,1496.8113652864372,1477.3987749819578,1492.8326999809276,1481.3774402874674,19.41259030447941,0.6326221768503162,0.3673778231496838,-3.9786653055094856,3.9786653055094856,1.4171333566065716,1.2860469281198124,0.40148278621222144,0.25736710855046663,0.3411501052373118,1-1,0.12209634826283242,1-0,0.09493926356275043,2-1,0.08651340392155635
