match_id,date,competition,home_team,away_team,home_goals,away_goals,result,status,league_name,home_elo,away_elo,elo_diff,home_expected_score,away_expected_score,home_elo_after,away_elo_after,elo_home_change,elo_away_change
I1_2324_193,2024-01-13,I1,Monza,Inter,1,5,A,finished,Serie A,1501.1360967623148,1647.9873170090807,-146.85122024676593,0.3980470979442022,0.6019529020557979,1489.1946838239887,1659.9287299474067,-11.941412938326039,11.941412938326039
SP1_2324_191,2024-01-13,SP1,Las Palmas,Villarreal,3,0,H,finished,La Liga,1495.5258700102509,1445.5894220518635,49.93644795838736,0.6724290666045535,0.3275709333954465,1505.3529980121143,1435.76229405,9.827128001863457,-9.827128001863457
SP1_2324_192,2024-01-13,SP1,Mallorca,Celta,1,1,D,finished,La Liga,1464.374614905488,1443.4982590508537,20.876355854634312,0.6345783034229902,0.36542169657700985,1460.3372658027984,1447.5356081535433,-4.037349102689632,4.037349102689632
SP1_2324_193,2024-01-13,SP1,Ath Bilbao,Sociedad,2,1,H,finished,La Liga,1591.312414183091,1547.112660838032,44.19975334505898,0.6651141467215632,0.3348858532784368,1601.358989781444,1537.066085239679,10.046575598353002,-10.046575598353002
SP1_2324_194,2024-01-13,SP1,Betis,Granada,1,0,H,finished,La Liga,1531.32976330088,1389.6819659206378,141.64779738024208,0.77680178326523,0.22319821673477003,1538.025709802923,1382.9860194185947,6.695946502043171,-6.695946502043171
D1_2324_150,2024-01-14,D1,Bochum,Werder Bremen,1,1,D,finished,Bundesliga,1472.64350180748,1463.4736213295457,9.169880477934385,0.6188148214085771,0.38118517859142287,1469.0790571652228,1467.038065971803,-3.5644446422572855,3.5644446422572855
D1_2324_151,2024-01-14,D1,M'gladbach,Stuttgart,3,1,H,finished,Bundesliga,1460.9469950980442,1574.3174958799082,-113.37050078186394,0.4450038216456504,0.5549961783543496,1477.5968804486747,1557.6676105292777,16.649885350630484,-16.649885350630484
E0_2324_201,2024-01-14,E0,Everton,Aston Villa,0,0,D,finished,Premier League,1487.6205319842607,1591.5539737184488,-103.93344173418814,0.4584574195962696,0.5415425804037304,1488.8668093963727,1590.3076963063368,1.246277412112022,-1.246277412112022
E0_2324_202,2024-01-14,E0,Man United,Tottenham,2,2,D,finished,Premier League,1510.0317977601062,1565.6663653123887,-55.63456755228253,0.5278402726266743,0.4721597273733257,1509.196589581306,1566.501573491189,-0.8352081788002579,0.8352081788002579
F1_2324_156,2024-01-14,F1,Lille,Lorient,3,0,H,finished,Ligue 1,1545.0212584043968,1405.589080185488,139.4321782189088,0.7745826582590668,0.2254173417409332,1551.7837786566247,1398.8265599332601,6.762520252227887,-6.762520252227887
F1_2324_157,2024-01-14,F1,Brest,Montpellier,2,0,H,finished,Ligue 1,1559.4509610166588,1481.2913535819846,78.15960743467417,0.707165593008549,0.292834406991451,1568.2359932264023,1472.506321372241,8.785032209743576,-8.785032209743576
F1_2324_158,2024-01-14,F1,Metz,Toulouse,0,1,A,finished,Ligue 1,1441.3938715541321,1433.4043935889927,7.989477965139486,0.6172107207091025,0.38278927929089746,1422.877549932859,1451.9207152102658,-18.516321621273164,18.516321621273164
F1_2324_159,2024-01-14,F1,Nantes,Clermont,1,2,A,finished,Ligue 1,1453.9522786209698,1411.097802177976,42.8544764429937,0.6633870611230268,0.3366129388769732,1434.050666787279,1430.9994140116669,-19.901611833690822,19.901611833690822
F1_2324_160,2024-01-14,F1,Le Havre,Lyon,3,1,H,finished,Ligue 1,1480.1835391115308,1457.921252007689,22.2622871038418,0.6364263316131056,0.3635736683868944,1491.0907491631376,1447.014041956082,10.907210051606853,-10.907210051606853
F1_2324_161,2024-01-14,F1,Lens,Paris SG,0,2,A,finished,Ligue 1,1535.432268927076,1630.0747401946821,-94.6424712676062,0.4717622902633435,0.5282377097366565,1521.2794002191756,1644.2276089025825,-14.152868707900325,14.152868707900325
I1_2324_194,2024-01-14,I1,Lazio,Lecce,1,0,H,finished,Serie A,1533.943497479328,1466.126272955021,67.817224524307,0.6946866025350182,0.30531339746498176,1543.1028994032774,1456.9668710310716,9.159401923949417,-9.159401923949417
I1_2324_195,2024-01-14,I1,Cagliari,Bologna,2,1,H,finished,Serie A,1428.4118474005973,1550.4307626054183,-122.01891520482104,0.4327444268127843,0.5672555731872158,1445.4295145962137,1533.4130954098018,17.01766719561647,-17.01766719561647
I1_2324_196,2024-01-14,I1,Fiorentina,Udinese,2,2,D,finished,Serie A,1542.2220576057593,1463.1348956793004,79.08716192645898,0.708270071332741,0.291729928667259,1535.9739554657772,1469.3829978192825,-6.248102139982166,6.248102139982166
I1_2324_197,2024-01-14,I1,Milan,Roma,3,1,H,finished,Serie A,1575.0718349904043,1529.5812122175837,45.49062277282064,0.6667672366443526,0.33323276335564744,1585.0688178910736,1519.5842293169144,9.996982900669309,-9.996982900669309
SP1_2324_195,2024-01-14,SP1,Almeria,Girona,0,0,D,finished,La Liga,1355.2171431281956,1650.3828576648398,-295.16571453664415,0.2197068146710989,0.7802931853289011,1363.6259386880627,1641.9740621049727,8.40879555986703,-8.40879555986703
SP1_2324_196,2024-01-14,SP1,Cadiz,Valencia,1,4,A,finished,La Liga,1432.3833679457366,1505.434750851385,-73.05138290564832,0.5028042560173198,0.4971957439826802,1417.2992402652171,1520.5188785319044,-15.084127680519487,15.084127680519487
I1_2324_198,2024-01-15,I1,Atalanta,Frosinone,5,0,H,finished,Serie A,1522.3190785797483,1431.8356436147233,90.48343496502503,0.7216376028658351,0.2783623971341649,1530.6699504937733,1423.4847717006983,8.350871914024992,-8.350871914024992
I1_2324_199,2024-01-16,I1,Juventus,Sassuolo,3,0,H,finished,Serie A,1646.1628711831104,1443.6735999520251,202.48927123108524,0.8316486159963815,0.1683513840036185,1651.2134127032189,1438.6230584319167,5.050541520108482,-5.050541520108482
SP1_2324_197,2024-01-19,SP1,Alaves,Cadiz,1,0,H,finished,La Liga,1459.8163452468943,1417.2992402652171,42.51710498167722,0.6629532511494169,0.33704674885058306,1469.927747712412,1407.1878377996995,10.111402465517585,-10.111402465517585
D1_2324_152,2024-01-20,D1,Bochum,Stuttgart,1,0,H,finished,Bundesliga,1469.0790571652228,1557.6676105292777,-88.58855336405486,0.48045446480198123,0.5195455351980187,1484.6654232211633,1542.0812444733372,15.586366055940516,-15.586366055940516
D1_2324_153,2024-01-20,D1,Darmstadt,Ein Frankfurt,2,2,D,finished,Bundesliga,1390.532307001981,1547.7581843017442,-157.22587729976317,0.38382833381122855,0.6161716661887715,1394.0174569876442,1544.273034316081,3.4851499856631563,-3.4851499856631563
D1_2324_154,2024-01-20,D1,FC Koln,Dortmund,0,4,A,finished,Bundesliga,1419.4735368860527,1547.4052410152033,-127.9317041291506,0.4244090840154126,0.5755909159845873,1406.7412643655903,1560.1375135356657,-12.732272520462402,12.732272520462402
D1_2324_155,2024-01-20,D1,Freiburg,Hoffenheim,3,2,H,finished,Bundesliga,1506.008445432202,1495.7507641200204,10.257681312181603,0.6202907909073421,0.37970920909265793,1517.3997217049819,1484.3594878472406,11.391276272779805,-11.391276272779805
D1_2324_156,2024-01-20,D1,Heidenheim,Wolfsburg,1,1,D,finished,Bundesliga,1487.839524845068,1462.7588605844455,25.08066426062237,0.6401719685136551,0.3598280314863449,1483.6343657896582,1466.9640196398552,-4.205159055409695,4.205159055409695
D1_2324_157,2024-01-20,D1,RB Leipzig,Leverkusen,2,3,A,finished,Bundesliga,1553.3797840522816,1650.9672174044858,-97.58743335220424,0.46753978902068666,0.5324602109793133,1539.353590381661,1664.9934110751065,-14.026193670620614,14.026193670620614
E0_2324_203,2024-01-20,E0,Arsenal,Crystal Palace,5,0,H,finished,Premier League,1567.6892798453223,1450.9222946511572,116.76698519416504,0.7509900418507198,0.24900995814928018,1575.1595785898007,1443.4519959066788,7.470298744478441,-7.470298744478441
E0_2324_204,2024-01-20,E0,Brentford,Nott'm Forest,3,2,H,finished,Premier League,1424.4724016595787,1449.7439891310025,-25.2715874714238,0.5710802130792769,0.4289197869207231,1437.3399952672005,1436.8763955233808,12.867593607621757,-12.867593607621757
I1_2324_200,2024-01-20,I1,Roma,Verona,2,1,H,finished,Serie A,1519.5842293169144,1420.5035869500064,99.08064236690802,0.7314690496686014,0.2685309503313986,1527.6401578268562,1412.4476584400645,8.05592850994185,-8.05592850994185
I1_2324_201,2024-01-20,I1,Udinese,Milan,2,3,A,finished,Serie A,1469.3829978192825,1585.0688178910736,-115.68582007179111,0.44171458076749914,0.5582854192325009,1456.1315603962576,1598.3202553140986,-13.251437423024981,13.251437423024981
SP1_2324_198,2024-01-20,SP1,Vallecano,Las Palmas,0,2,A,finished,La Liga,1487.962891881106,1505.3529980121143,-17.390106131008224,0.5821557351372475,0.4178442648627525,1470.4982198269886,1522.8176700662318,-17.4646720541175,17.4646720541175
SP1_2324_199,2024-01-20,SP1,Villarreal,Mallorca,1,1,D,finished,La Liga,1435.76229405,1460.3372658027984,-24.57497175279832,0.5720621821488848,0.4279378178511152,1433.6004285855336,1462.4991312672648,-2.161865464466473,2.161865464466473
SP1_2324_200,2024-01-20,SP1,Valencia,Ath Bilbao,1,0,H,finished,La Liga,1520.5188785319044,1601.358989781444,-80.84011124953963,0.49159619578995933,0.5084038042100407,1535.7709926582056,1586.1068756551429,15.252114126301194,-15.252114126301194
SP1_2324_201,2024-01-20,SP1,Celta,Sociedad,0,1,A,finished,La Liga,1447.5356081535433,1537.066085239679,-89.53047708613576,0.4791011457523269,0.5208988542476731,1433.1625737809734,1551.439119612249,-14.373034372569919,14.373034372569919
D1_2324_158,2024-01-21,D1,Bayern Munich,Werder Bremen,0,1,A,finished,Bundesliga,1634.032823731102,1467.038065971803,166.9947577592991,0.8010761311099577,0.19892386889004232,1610.0005397978034,1491.0703499051017,-24.032283933298686,24.032283933298686
D1_2324_159,2024-01-21,D1,M'gladbach,Augsburg,1,2,A,finished,Bundesliga,1477.5968804486747,1464.246356706636,13.350523742038604,0.6244750580313146,0.37552494196868536,1458.8626287077352,1482.9806084475756,-18.7342517409395,18.7342517409395
E0_2324_205,2024-01-21,E0,Sheffield United,West Ham,2,2,D,finished,Premier League,1370.8571225466949,1548.5534085897518,-177.69628604305694,0.35636705637868404,0.643632943621316,1375.1661108553344,1544.2444202811123,4.3089883086395275,-4.3089883086395275
