match_id,date,group,home_team,away_team,home_elo,away_elo,home_xg,away_xg,home_prob,draw_prob,away_prob,home_odds,draw_odds,away_odds,model_home_prob,model_draw_prob,model_away_prob,market_home_prob,market_draw_prob,market_away_prob,forecast_as_of,matchup_key
1,2026-06-11,A,Mexico,South Africa,1675,1455,1.979,0.721,0.6685593977129703,0.2041171863154212,0.1273234159716084,,,,,,,,,,2026-06-15T11:15:23-07:00,mexico||south africa
52,2026-06-22,I,Norway,Senegal,1565,1665,1.064,1.636,0.2864326952178889,0.252457084178547,0.461110220603564,2.15,3.45,3.4,0.2472027323881364,0.24649831355258,0.5062989540592835,0.4433525465368988,0.2762921666824152,0.280355286780686,2026-06-15T11:15:23-07:00,norway||senegal
51,2026-06-22,I,France,Iraq,1865,1385,2.721,0.4,0.8558173804082054,0.1074270067652711,0.0367556128265234,1.11,9.5,23.0,0.8551984170549882,0.1092125613633944,0.0355890215816174,0.8582932338210743,0.1002847883727781,0.0414219778061475,2026-06-15T11:15:23-07:00,france||iraq
50,2026-06-16,I,Iraq,Norway,1385,1565,0.836,1.864,0.1453008813398061,0.2049718372298919,0.6497272814303019,13.0,6.75,1.2,0.1634565189022139,0.2212215260124659,0.6153219550853201,0.0726783310901749,0.1399730820995962,0.7873485868102288,2026-06-15T11:15:23-07:00,iraq||norway
49,2026-06-16,I,France,Senegal,1865,1665,1.921,0.779,0.6412854427687328,0.2124607745643943,0.1462537826668728,1.48,4.5,6.25,0.6419326806040975,0.2130609233548059,0.1450063960410964,0.6386964914272737,0.2100601794027478,0.1512433291699784,2026-06-15T11:15:23-07:00,france||senegal
48,2026-06-26,H,Uruguay,Spain,1765,1845,1.121,1.579,0.2518857739677631,0.2486112676506209,0.4995029583816159,5.4,4.0,1.65,0.2703948084055406,0.2507398323401557,0.4788653592543037,0.1778496362166531,0.2400970088924817,0.582053354890865,2026-06-15T11:15:23-07:00,spain||uruguay
47,2026-06-26,H,Saudi Arabia,Cape Verde,1485,1365,1.693,1.007,0.5337559196010097,0.2413841653510853,0.2248599150479049,,,,,,,,,,2026-06-15T11:15:23-07:00,cape verde||saudi arabia
53,2026-06-26,I,Iraq,Senegal,1385,1665,0.55,2.15,0.0817727707458631,0.1746531321906337,0.7435740970635032,,,,,,,,,,2026-06-15T11:15:23-07:00,iraq||senegal
46,2026-06-21,H,Uruguay,Cape Verde,1765,1365,2.493,0.4,0.7974750558315642,0.1445527435748566,0.0579722005935793,1.42,4.5,8.0,0.8294019593243388,0.1278537201662452,0.042744320509416,0.6697674418604651,0.2113488372093023,0.1188837209302325,2026-06-15T11:15:23-07:00,cape verde||uruguay
44,2026-06-15,H,Saudi Arabia,Uruguay,1485,1765,0.55,2.15,0.0897804773030579,0.183327013945197,0.7268925087517452,7.75,4.33,1.43,0.0817727707458631,0.1746531321906337,0.7435740970635032,0.1218113035318372,0.2180225409634501,0.6601661555047127,2026-06-15T11:15:23-07:00,saudi arabia||uruguay
